client_id;ID;Tipo;Data da Venda;Categoria;vendedor_id;Regional;Duração do Contrato (Meses);Equipe;Valor
5;2020-2876;Serviços;15/10/2020;Upselling;3;Brasil;3;Time 1;89056.8
5;2020-2935;Serviços;30/10/2020;Upselling;3;Brasil;8;Time 1;239878.8
5;2020-2880;Serviços;09/11/2020;Upselling;3;Brasil;13;Time 1;395010.0
5;2019-1826;Produtos;13/11/2020;Renovação;3;Brasil;12;Time 1;338119.92
5;2020-3050;Serviços;25/11/2020;Renovação;3;Brasil;1;Time 1;59453.28
5;2020-2949;Serviços;30/11/2020;Upselling;3;Brasil;2;Time 1;21905.1
5;2019-1827;Produtos;30/11/2020;Renovação;3;Brasil;12;Time 1;1062053.45
5;2020-3004;Serviços;01/12/2020;Upselling;3;Brasil;7;Time 1;211150.8
5;2021-3428;Serviços;04/02/2021;Upselling;3;Brasil;10;Time 1;307389.6
5;2021-3308;Serviços;04/02/2021;Upselling;3;Brasil;10;Time 1;450858.24
5;2020-2967;Serviços;10/02/2021;Upselling;3;Brasil;9;Time 1;271479.6
5;2021-3495;Serviços;10/02/2021;Upselling;3;Brasil;12;Time 1;772726.68
5;2021-3497;Serviços;11/02/2021;Upselling;3;Brasil;12;Time 1;359818.2
5;2021-3501;Serviços;11/02/2021;Upselling;3;Brasil;12;Time 1;719636.4
5;2021-3498;Serviços;11/02/2021;Upselling;3;Brasil;12;Time 1;1386844.2
5;2021-3421;Serviços;18/02/2021;Upselling;3;Brasil;10;Time 1;269948.16
5;2021-3484;Serviços;02/03/2021;Upselling;3;Brasil;10;Time 1;269948.16
5;2021-3869;Serviços;19/04/2021;Upselling;23;Brasil;1;Time 1;28480.0
5;2021-3864;Serviços;19/04/2021;Upselling;23;Brasil;8;Time 1;245624.4
50;2018-0523;Serviços;26/02/2019;Novo Logo;9;Brasil;7;Time 3;636822.48
50;2019-1418;Serviços;15/07/2019;Upselling;9;Brasil;3;Time 3;65622.0
50;2019-1566;Serviços;20/09/2019;Upselling;9;Brasil;3;Time 3;544496.4
50;2020-2056;Serviços;29/01/2020;Renovação;9;Brasil;12;Time 3;1100010.24
50;2020-2078;Serviços;19/02/2020;Upselling;9;Brasil;3;Time 3;110244.96
50;2020-2122;Serviços;31/03/2020;Cross selling;9;Brasil;3;Time 3;220489.92
50;2020-2421;Serviços;26/06/2020;Renovação;9;Brasil;2;Time 3;146993.28
50;2020-2574;Serviços;31/08/2020;Upselling;9;Brasil;3;Time 3;110244.96
50;2020-2670;Serviços;17/09/2020;Upselling;9;Brasil;3;Time 3;304264.8
50;2020-2610;Serviços;29/09/2020;Upselling;9;Brasil;3;Time 3;60852.96
50;2020-3022;Serviços;03/02/2021;Renovação;9;Brasil;12;Time 3;1270080.0
51;2018-0387;Produtos;28/02/2019;Upselling;1;Brasil;2;Time 1;45000.0
51;2018-0576;Produtos;28/02/2019;Novo Logo;1;Brasil;12;Time 1;59000.0
52;2018-0463;Serviços;19/03/2019;Novo Logo;9;Brasil;2;Time 3;18561.2
52;2019-1155;Serviços;08/05/2019;Upselling;9;Brasil;3;Time 3;93773.76
52;2019-1312;Serviços;26/06/2019;Cross selling;9;Brasil;1;Time 3;12645.12
52;2019-1417;Serviços;18/07/2019;Upselling;9;Brasil;4;Time 3;184204.92
52;2019-1403;Serviços;02/08/2019;Upselling;9;Brasil;3;Time 3;91649.6
52;2019-1680;Serviços;08/10/2019;Upselling;9;Brasil;4;Time 3;224385.96
52;2019-1629;Licenciamento;05/11/2019;Cross selling;9;Brasil;37;Time 3;215587.08
52;2019-1867;Serviços;19/11/2019;Upselling;9;Brasil;2;Time 3;108723.2
52;2019-1886;Serviços;26/11/2019;Upselling;9;Brasil;5;Time 3;91649.6
52;2019-1890;Serviços;09/12/2019;Cross selling;9;Brasil;3;Time 3;100568.96
52;2020-2142;Serviços;16/03/2020;Renovação;16;Brasil;9;Time 3;917182.12
52;2020-2351;Serviços;29/05/2020;Renovação;16;Brasil;12;Time 3;232233.54
52;2020-2444;Serviços;27/07/2020;Renovação;16;Brasil;3;Time 3;100568.96
52;2020-2895;Serviços;21/10/2020;Renovação;16;Brasil;3;Time 3;100568.96
52;2021-3278;Serviços;22/01/2021;Upselling;9;Brasil;3;Time 3;87148.44
52;2020-3198;Produtos;26/02/2021;Cross selling;9;Brasil;12;Time 3;77903.82
52;2021-3873;Serviços;19/04/2021;Upselling;9;Brasil;7;Time 3;203346.36
53;2018-0582;Produtos;25/03/2019;Novo Logo;11;Brasil;3;Time 3;300000.0
53;2019-1010;Produtos;02/12/2019;Novo Logo;11;Brasil;12;Time 3;257040.0
54;2018-0679;Serviços;29/03/2019;Cross selling;1;Brasil;1;Time 1;81500.68
54;2018-0678;Produtos;29/03/2019;Novo Logo;1;Brasil;33;Time 1;331683.0
55;2019-1118;Serviços;16/04/2019;Novo Logo;3;Brasil;1;Time 1;45000.0
56;2018-0544;Produtos;17/04/2019;Novo Logo;11;Brasil;9;Time 3;234000.0
57;2019-1078;Produtos;18/04/2019;Novo Logo;10;Brasil;2;Time 7;81715.2
58;2019-0943;Produtos;30/04/2019;Novo Logo;4;Brasil;19;Time 2;1968600.0
58;2020-3100;Produtos;17/02/2021;Novo Logo;17;Brasil;61;Time 8;701653.6
59;2019-0927;Licenciamento;03/05/2019;Novo Logo;3;Brasil;37;Time 1;1200000.0
59;2020-2360;Licenciamento;22/05/2020;Upselling;3;Brasil;37;Time 1;155560.0
59;2020-2503;Serviços;28/12/2020;Cross selling;3;Brasil;3;Time 1;88089.6
6;2018-0030;Serviços;30/01/2018;Novo Logo;1;Brasil;4;Time 1;120800.0
6;2018-0141;Serviços;30/04/2018;Upselling;1;Brasil;14;Time 1;66000.0
60;2019-1004;Produtos;31/05/2019;Novo Logo;13;Brasil;12;Time 3;210000.0
61;2019-0716;Serviços;31/05/2019;Novo Logo;8;Mexico;1;Time 6;198690.0
62;2018-0121;Produtos;05/06/2019;Novo Logo;9;Brasil;16;Time 3;420000.0
62;2020-2608;Serviços;25/08/2020;Upselling;13;Brasil;13;Time 3;420000.0
63;2019-1177;Produtos;07/06/2019;Novo Logo;9;Brasil;9;Time 3;400000.0
64;2019-0703;Licenciamento;24/06/2019;Upselling;8;Mexico;37;Time 6;5316300.0
64;2019-0702;Licenciamento;17/07/2019;Upselling;8;Mexico;12;Time 6;308775.0
64;2019-1583;Licenciamento;03/12/2019;Renovação;8;Mexico;13;Time 6;365160.0
65;2019-1276;Produtos;25/06/2019;Novo Logo;1;Brasil;23;Time 1;480000.0
65;2019-1671;Serviços;27/09/2019;Cross selling;1;Brasil;1;Time 1;16000.0
66;2019-1492;Serviços;11/07/2019;Upselling;11;Brasil;14;Time 3;41972.2
66;2019-1356;Licenciamento;12/07/2019;Novo Logo;11;Brasil;12;Time 3;60214.41
67;2019-1216;Licenciamento;22/07/2019;Novo Logo;8;Mexico;12;Time 6;214800.0
67;2021-3269;Licenciamento;21/01/2021;Novo Logo;8;Mexico;12;Time 9;537268.5
67;2021-3515;Licenciamento;20/04/2021;Upselling;8;Mexico;12;Time 9;292128.0
68;2019-1388;Serviços;22/08/2019;Novo Logo;14;Brasil;2;Time 3;73920.0
68;2019-1631;Serviços;25/09/2019;Upselling;14;Brasil;2;Time 3;109999.68
68;2019-1798;Serviços;06/12/2019;Upselling;14;Brasil;2;Time 3;76000.0
68;2020-1966;Serviços;09/03/2020;Upselling;14;Brasil;1;Time 3;48444.48
68;2020-2311;Serviços;14/05/2020;Upselling;14;Brasil;1;Time 3;48192.0
68;2020-2400;Serviços;09/06/2020;Upselling;14;Brasil;1;Time 3;44175.6
68;2020-2513;Serviços;20/07/2020;Renovação;14;Brasil;1;Time 3;20800.0
69;2019-1254;Serviços;26/08/2019;Novo Logo;13;Brasil;1;Time 3;840360.48
69;2019-1791;Serviços;11/11/2019;Upselling;13;Brasil;6;Time 3;399000.0
7;2018-0034;Serviços;31/01/2018;Cross selling;1;Brasil;3;Time 1;52800.0
7;2018-0033;Licenciamento;31/01/2018;Novo Logo;1;Brasil;37;Time 1;338365.31
7;2018-0114;Produtos;19/04/2018;Cross selling;1;Brasil;12;Time 1;192000.0
7;2019-0834;Serviços;26/06/2019;Upselling;1;Brasil;3;Time 1;73920.0
7;2019-1316;Serviços;28/06/2019;Upselling;1;Brasil;2;Time 1;73920.0
7;2019-1532;Serviços;17/09/2019;Upselling;1;Brasil;5;Time 1;147840.0
7;2019-1906;Serviços;06/12/2019;Renovação;1;Brasil;6;Time 1;221760.0
7;2020-2493;Serviços;27/07/2020;Upselling;20;Brasil;3;Time 3;10141.12
7;2021-3510;Licenciamento;30/03/2021;Renovação;20;Brasil;12;Time 3;342798.07
7;2020-2596;Produtos;30/04/2021;Upselling;20;Brasil;12;Time 3;211200.0
70;2019-1366;Licenciamento;27/08/2019;Novo Logo;8;Mexico;12;Time 6;204060.0
71;2019-0879;Produtos;04/09/2019;Novo Logo;9;Brasil;12;Time 3;417891.11
71;2019-1602;Produtos;09/09/2019;Novo Logo;9;Brasil;12;Time 3;1500000.0
71;2020-2308;Produtos;05/06/2020;Cross selling;9;Brasil;6;Time 3;500000.0
71;2020-2396;Produtos;12/06/2020;Cross selling;7;Brasil;12;Time 5;1000000.0
71;2020-2392;Produtos;12/06/2020;Cross selling;7;Brasil;49;Time 5;4000000.0
71;2020-2577;Produtos;01/09/2020;Cross selling;9;Brasil;12;Time 3;11172.0
71;2020-2519;Serviços;24/09/2020;Upselling;9;Brasil;1;Time 3;100280.27
71;2019-1849;Produtos;14/12/2020;Renovação;9;Brasil;36;Time 3;3600000.0
71;2021-3513;Produtos;15/04/2021;Cross selling;7;Brasil;61;Time 5;1865700.0
73;2019-1484;Serviços;18/09/2019;Novo Logo;12;Colombia;4;Time 6;514446.0
73;2020-2286;Licenciamento;20/05/2020;Cross selling;12;Colombia;12;Time 10;30072.0
74;2019-1033;Serviços;23/09/2019;Novo Logo;15;Brasil;2;Time 3;86504.61
75;2019-1245;Produtos;26/09/2019;Novo Logo;9;Brasil;12;Time 3;219909.81
75;2019-1294;Serviços;26/09/2019;Novo Logo;9;Brasil;12;Time 3;531941.76
75;2020-2328;Serviços;05/06/2020;Upselling;9;Brasil;3;Time 3;48043.2
75;2020-2465;Serviços;14/07/2020;Renovação;9;Brasil;24;Time 3;1063883.52
75;2019-1850;Produtos;20/08/2020;Renovação;9;Brasil;24;Time 3;291155.52
75;2020-2650;Serviços;09/09/2020;Upselling;9;Brasil;12;Time 3;265970.88
75;2020-2655;Serviços;05/11/2020;Upselling;9;Brasil;12;Time 3;265970.88
75;2020-2941;Serviços;17/12/2020;Cross selling;9;Brasil;12;Time 3;265978.44
76;2019-1215;Serviços;02/10/2019;Upselling;1;Brasil;4;Time 1;239996.8
76;2020-2475;Serviços;01/09/2020;Upselling;1;Brasil;1;Time 1;14800.0
76;2020-2926;Serviços;30/10/2020;Upselling;1;Brasil;1;Time 1;12000.0
76;2020-2927;Serviços;28/12/2020;Upselling;1;Brasil;1;Time 1;14400.0
76;2020-3043;Serviços;29/12/2020;Upselling;1;Brasil;3;Time 1;82400.2
76;2021-3283;Serviços;22/02/2021;Upselling;25;Brasil;1;Time 3;4906.0
76;2021-3355;Serviços;22/02/2021;Upselling;25;Brasil;1;Time 3;4906.0
77;2018-0497;Produtos;04/10/2019;Novo Logo;14;Brasil;1;Time 3;1205681.75
77;2019-1644;Serviços;04/10/2019;Novo Logo;14;Brasil;12;Time 3;1982095.09
78;2019-1650;Produtos;04/10/2019;Novo Logo;1;Brasil;37;Time 1;558302.35
78;2019-1936;Produtos;26/12/2019;Novo Logo;7;Brasil;61;Time 5;4734499.0
79;2019-1600;Licenciamento;02/12/2019;Novo Logo;8;Mexico;12;Time 6;456450.0
79;2020-2364;Licenciamento;04/12/2020;Novo Logo;8;Mexico;24;Time 9;1396200.0
8;2018-0043;Serviços;06/02/2018;Upselling;2;Brasil;6;Time 2;401783.0
8;2018-0171;Serviços;17/04/2018;Cross selling;2;Brasil;1;Time 2;40562.49
8;2018-0132;Licenciamento;17/04/2018;Cross selling;2;Brasil;12;Time 2;583342.0
8;2018-0229;Serviços;14/05/2018;Upselling;2;Brasil;2;Time 2;34780.0
8;2018-0044;Licenciamento;14/05/2018;Upselling;4;Brasil;12;Time 2;234690.0
8;2018-0382;Serviços;22/08/2018;Upselling;4;Brasil;2;Time 2;120000.0
8;2017-0162;Licenciamento;31/08/2018;Renovação;4;Brasil;12;Time 2;989861.0
8;2018-0338;Licenciamento;27/09/2018;Renovação;3;Brasil;12;Time 1;90545.69
8;2018-0579;Serviços;28/11/2018;Upselling;4;Brasil;1;Time 2;30000.0
8;2018-0621;Serviços;13/12/2018;Upselling;4;Brasil;2;Time 2;120000.0
8;2019-0960;Serviços;11/03/2019;Upselling;3;Brasil;3;Time 1;307112.4
8;2019-0964;Serviços;10/04/2019;Upselling;3;Brasil;3;Time 1;100604.09
8;2018-0336;Licenciamento;03/05/2019;Renovação;3;Brasil;12;Time 1;583342.0
8;2019-1300;Serviços;11/06/2019;Upselling;3;Brasil;2;Time 1;87696.0
8;2019-0866;Serviços;11/06/2019;Upselling;3;Brasil;7;Time 1;973728.0
8;2018-0337;Licenciamento;29/07/2019;Renovação;3;Brasil;37;Time 1;1220000.0
8;2019-1494;Serviços;30/08/2019;Upselling;3;Brasil;2;Time 1;57120.0
8;2019-1301;Serviços;18/09/2019;Upselling;3;Brasil;7;Time 1;279552.0
8;2019-1742;Serviços;18/10/2019;Upselling;3;Brasil;7;Time 1;698880.0
8;2019-1754;Serviços;24/10/2019;Upselling;3;Brasil;2;Time 1;57120.0
8;2019-1855;Serviços;19/11/2019;Upselling;3;Brasil;2;Time 1;57120.0
8;2018-0640;Licenciamento;10/12/2019;Renovação;3;Brasil;12;Time 1;99501.53
8;2019-1944;Serviços;07/01/2020;Renovação;3;Brasil;4;Time 1;114236.64
8;2020-1968;Serviços;17/01/2020;Renovação;3;Brasil;5;Time 1;142800.0
8;2019-1947;Serviços;17/01/2020;Renovação;3;Brasil;12;Time 1;342720.0
8;2019-1946;Serviços;17/01/2020;Renovação;3;Brasil;12;Time 1;685440.0
8;2019-1949;Serviços;17/01/2020;Renovação;3;Brasil;11;Time 1;1713600.0
8;2020-2146;Serviços;06/03/2020;Renovação;3;Brasil;8;Time 1;244608.0
8;2020-2145;Serviços;06/03/2020;Renovação;3;Brasil;8;Time 1;264992.0
8;2020-2144;Serviços;06/03/2020;Renovação;3;Brasil;10;Time 1;532224.0
8;2020-2157;Produtos;16/03/2020;Cross selling;3;Brasil;12;Time 1;1499400.0
8;2020-2287;Serviços;23/04/2020;Renovação;3;Brasil;8;Time 1;228480.0
8;2019-1852;Licenciamento;30/04/2020;Renovação;3;Brasil;24;Time 1;807228.66
8;2020-2356;Serviços;21/05/2020;Renovação;3;Brasil;1;Time 1;28560.0
8;2019-1853;Licenciamento;01/07/2020;Renovação;3;Brasil;12;Time 1;1590196.64
8;2020-2374;Serviços;09/07/2020;Renovação;3;Brasil;2;Time 1;57120.0
8;2020-2533;Serviços;10/08/2020;Upselling;3;Brasil;4;Time 1;114240.0
8;2020-2568;Serviços;17/08/2020;Upselling;3;Brasil;3;Time 1;85680.0
8;2020-2569;Serviços;17/08/2020;Upselling;3;Brasil;3;Time 1;85680.0
8;2020-2573;Serviços;18/08/2020;Upselling;3;Brasil;2;Time 1;57120.0
8;2020-2722;Serviços;22/09/2020;Upselling;3;Brasil;2;Time 1;57120.0
8;2020-2709;Serviços;22/09/2020;Upselling;3;Brasil;2;Time 1;85680.0
8;2020-2653;Serviços;22/09/2020;Renovação;3;Brasil;3;Time 1;171360.0
8;2020-2708;Serviços;22/09/2020;Renovação;3;Brasil;6;Time 1;342720.0
8;2020-2706;Serviços;22/09/2020;Renovação;3;Brasil;12;Time 1;685440.0
8;2020-2711;Serviços;22/09/2020;Renovação;3;Brasil;12;Time 1;685440.0
8;2020-2707;Serviços;22/09/2020;Renovação;3;Brasil;12;Time 1;1028160.0
8;2020-2710;Serviços;22/09/2020;Renovação;3;Brasil;12;Time 1;1713600.0
8;2020-2718;Serviços;24/09/2020;Upselling;3;Brasil;3;Time 1;171360.0
8;2020-2531;Produtos;09/10/2020;Cross selling;3;Brasil;12;Time 1;914355.83
8;2020-2991;Produtos;03/11/2020;Cross selling;3;Brasil;12;Time 1;67730.06
8;2019-1913;Licenciamento;02/12/2020;Renovação;3;Brasil;12;Time 1;110011.87
8;2020-3141;Serviços;08/01/2021;Upselling;23;Brasil;12;Time 1;342720.0
8;2020-3157;Serviços;12/01/2021;Renovação;3;Brasil;12;Time 1;342720.0
8;2020-3158;Serviços;12/01/2021;Upselling;3;Brasil;12;Time 1;685440.0
8;2020-3137;Serviços;13/01/2021;Upselling;3;Brasil;12;Time 1;342720.0
8;2020-3138;Serviços;13/01/2021;Upselling;3;Brasil;12;Time 1;342720.0
8;2020-3139;Serviços;19/01/2021;Upselling;3;Brasil;12;Time 1;342720.0
8;2021-3271;Serviços;14/04/2021;Renovação;23;Brasil;9;Time 1;257040.0
8;2021-3630;Serviços;19/04/2021;Upselling;23;Brasil;12;Time 1;85680.0
8;2021-3608;Serviços;19/04/2021;Upselling;23;Brasil;9;Time 1;930048.0
80;2019-1879;Produtos;06/12/2019;Novo Logo;13;Brasil;12;Time 3;234680.04
81;2019-1349;Serviços;06/12/2019;Novo Logo;16;Brasil;2;Time 3;182116.48
81;2020-2082;Serviços;17/08/2020;Upselling;16;Brasil;5;Time 3;389308.0
81;2020-2638;Produtos;27/08/2020;Cross selling;16;Brasil;12;Time 3;158231.04
82;2019-1736;Licenciamento;09/12/2019;Novo Logo;3;Brasil;12;Time 1;57744.63
82;2020-2617;Licenciamento;21/09/2020;Cross selling;3;Brasil;12;Time 1;66958.61
82;2020-3049;Serviços;30/11/2020;Cross selling;3;Brasil;1;Time 1;30000.0
82;2020-3048;Serviços;30/11/2020;Cross selling;3;Brasil;1;Time 1;98800.0
82;2020-2988;Produtos;30/11/2020;Cross selling;3;Brasil;12;Time 1;334231.92
82;2020-3083;Licenciamento;25/03/2021;Renovação;3;Brasil;12;Time 1;89962.77
84;2019-1668;Licenciamento;30/12/2019;Novo Logo;3;Brasil;12;Time 1;427231.32
84;2020-1970;Produtos;19/04/2021;Renovação;30;Brasil;12;Time 1;515446.83
85;2019-1857;Serviços;02/01/2020;Novo Logo;16;Brasil;6;Time 3;320243.62
86;2020-3115;Produtos;11/01/2020;Novo Logo;17;Brasil;24;Time 8;2257.5
87;2020-3114;Produtos;15/01/2020;Novo Logo;17;Brasil;24;Time 8;6772.5
88;2019-1272;Licenciamento;29/01/2020;Novo Logo;3;Brasil;24;Time 1;2016870.8
89;2020-2073;Produtos;31/01/2020;Novo Logo;7;USA;37;Time 5;24970500.0
89;2020-2246;Produtos;02/04/2020;Upselling;7;USA;1;Time 5;142456.17
89;2020-2244;Produtos;02/04/2020;Upselling;7;USA;1;Time 5;1035205.24
89;2020-2248;Produtos;01/05/2020;Upselling;7;USA;1;Time 5;2122164.45
89;2020-2327;Produtos;02/06/2020;Upselling;7;USA;1;Time 5;1947564.75
9;2018-0042;Serviços;07/02/2018;Upselling;4;Brasil;1;Time 2;17387.82
9;2018-0039;Licenciamento;07/02/2018;Cross selling;4;Brasil;12;Time 2;310811.66
9;2017-0112;Produtos;20/03/2018;Renovação;4;Brasil;12;Time 2;453692.88
9;2018-0136;Serviços;29/05/2018;Upselling;4;Brasil;2;Time 2;51200.0
9;2019-0699;Produtos;11/01/2019;Renovação;10;Brasil;3;Time 7;113423.22
9;2019-0888;Serviços;28/03/2019;Upselling;10;Brasil;1;Time 7;14634.0
9;2019-0856;Produtos;16/04/2019;Renovação;10;Brasil;3;Time 7;113423.22
9;2019-1125;Produtos;18/06/2019;Renovação;10;Brasil;6;Time 7;226846.44
9;2020-2143;Serviços;30/03/2020;Cross selling;10;Brasil;3;Time 3;198579.09
9;2019-1667;Licenciamento;30/03/2020;Cross selling;10;Brasil;12;Time 3;1021350.0
9;2020-2091;Licenciamento;13/04/2020;Cross selling;10;Brasil;1;Time 3;118419.24
9;2020-2111;Licenciamento;13/04/2020;Cross selling;10;Brasil;1;Time 3;236434.08
9;2020-2086;Licenciamento;24/04/2020;Cross selling;10;Brasil;12;Time 3;215632.0
9;2019-0700;Licenciamento;30/04/2020;Cross selling;10;Brasil;1;Time 3;195240.0
9;2020-2417;Licenciamento;30/06/2020;Cross selling;13;Brasil;12;Time 3;180261.64
9;2020-3096;Produtos;10/12/2020;Upselling;13;Brasil;36;Time 3;2571006.08
9;2021-3265;Licenciamento;18/03/2021;Renovação;13;Brasil;12;Time 3;777822.91
90;2020-1979;Serviços;05/02/2020;Novo Logo;1;Brasil;2;Time 1;28731.1
91;2019-1588;Serviços;19/02/2020;Novo Logo;14;Brasil;1;Time 3;12100.0
91;2020-2282;Serviços;17/04/2020;Upselling;14;Brasil;1;Time 3;5976.6
92;2019-1660;Serviços;28/02/2020;Novo Logo;16;Brasil;3;Time 3;91200.0
92;2019-1891;Serviços;27/05/2020;Renovação;16;Brasil;7;Time 3;212800.0
93;2019-1756;Serviços;16/03/2020;Novo Logo;16;Brasil;6;Time 3;377040.2
93;2020-2443;Serviços;30/10/2020;Upselling;16;Brasil;4;Time 3;148134.72
94;2020-2170;Serviços;31/03/2020;Novo Logo;7;Brasil;3;Time 5;28500.0
94;2020-2169;Produtos;31/03/2020;Novo Logo;7;Brasil;62;Time 5;1438500.0
94;2020-2366;Produtos;31/07/2020;Cross selling;7;Brasil;32;Time 5;120000.0
94;2020-2604;Produtos;03/09/2020;Cross selling;7;Brasil;61;Time 5;50000.0
94;2020-2603;Produtos;22/09/2020;Cross selling;7;Brasil;61;Time 5;1320000.0
94;2021-3417;Serviços;04/02/2021;Upselling;7;Brasil;24;Time 5;432000.0
95;2020-2177;Produtos;20/04/2020;Novo Logo;19;Brasil;1;Time 3;107424.0
96;2020-2294;Serviços;30/04/2020;Novo Logo;1;Brasil;2;Time 1;207802.2
96;2020-2954;Serviços;30/10/2020;Cross selling;1;Brasil;14;Time 1;227000.0
96;2020-2928;Serviços;30/10/2020;Cross selling;1;Brasil;14;Time 1;273000.0
96;2021-3613;Produtos;15/03/2021;Upselling;13;Brasil;24;Time 3;120964.32
97;2020-2164;Produtos;07/05/2020;Novo Logo;19;Brasil;39;Time 3;281880.0
98;2020-2285;Produtos;11/05/2020;Novo Logo;19;Brasil;12;Time 3;720000.0
99;2020-2088;Licenciamento;12/05/2020;Novo Logo;9;Brasil;12;Time 3;296498.85
