client_id;ID;Tipo;Data da Venda;Categoria;vendedor_id;Regional;Duração do Contrato (Meses);Equipe;Valor
1;2017-0022;Serviços;02/01/2018;Novo Logo;1;Brasil;1;Time 1;24800.0
10;2018-0088;Serviços;14/02/2018;Novo Logo;1;Brasil;6;Time 1;302720.0
10;2018-0104;Serviços;13/03/2018;Upselling;1;Brasil;1;Time 1;51894.86
10;2018-0168;Serviços;30/04/2018;Upselling;1;Brasil;2;Time 1;51894.86
10;2018-0169;Serviços;30/04/2018;Upselling;1;Brasil;2;Time 1;51894.86
10;2018-0298;Serviços;12/06/2018;Upselling;1;Brasil;4;Time 1;138386.29
10;2018-0296;Serviços;20/06/2018;Upselling;1;Brasil;1;Time 1;51895.2
10;2018-0315;Serviços;10/07/2018;Upselling;1;Brasil;4;Time 1;145306.56
10;2018-0317;Serviços;13/07/2018;Upselling;1;Brasil;6;Time 1;395862.54
10;2018-0383;Serviços;20/07/2018;Upselling;1;Brasil;2;Time 1;69193.06
10;2018-0412;Serviços;22/08/2018;Upselling;1;Brasil;6;Time 1;415161.6
10;2018-0318;Serviços;22/08/2018;Upselling;1;Brasil;9;Time 1;622742.4
10;2018-0445;Serviços;31/08/2018;Upselling;1;Brasil;1;Time 1;34596.8
10;2018-0443;Serviços;31/08/2018;Upselling;1;Brasil;3;Time 1;77842.8
10;2018-0437;Serviços;19/09/2018;Upselling;1;Brasil;3;Time 1;114169.44
10;2018-0436;Serviços;19/09/2018;Upselling;1;Brasil;5;Time 1;380564.8
10;2018-0551;Serviços;13/11/2018;Upselling;1;Brasil;1;Time 1;75248.04
10;2018-0590;Serviços;27/11/2018;Upselling;1;Brasil;3;Time 1;108115.0
10;2018-0316;Serviços;13/12/2018;Upselling;1;Brasil;4;Time 1;145306.56
10;2018-0634;Serviços;17/12/2018;Upselling;1;Brasil;2;Time 1;176443.68
10;2018-0670;Serviços;20/12/2018;Upselling;1;Brasil;2;Time 1;36326.64
10;2019-0868;Serviços;13/02/2019;Upselling;1;Brasil;1;Time 1;36326.64
10;2019-0902;Serviços;15/02/2019;Upselling;1;Brasil;3;Time 1;98600.88
10;2019-1143;Serviços;05/06/2019;Upselling;1;Brasil;1;Time 1;520489.68
10;2019-1625;Serviços;30/09/2019;Upselling;1;Brasil;3;Time 1;459488.75
10;2019-1896;Serviços;06/12/2019;Upselling;1;Brasil;6;Time 1;456677.76
10;2019-1705;Serviços;30/12/2019;Upselling;1;Brasil;3;Time 1;349075.92
10;2020-2039;Serviços;16/01/2020;Renovação;1;Brasil;1;Time 1;115493.52
10;2020-2113;Serviços;18/02/2020;Upselling;14;Brasil;1;Time 3;121975.34
10;2020-2161;Serviços;17/03/2020;Upselling;14;Brasil;1;Time 3;115001.93
10;2020-2162;Serviços;30/03/2020;Upselling;14;Brasil;1;Time 3;154178.48
10;2020-2233;Serviços;01/04/2020;Upselling;14;Brasil;3;Time 3;230040.0
10;2020-2234;Serviços;08/04/2020;Upselling;14;Brasil;1;Time 3;141696.0
10;2020-2175;Serviços;09/04/2020;Upselling;14;Brasil;3;Time 3;110592.0
10;2020-2341;Serviços;19/05/2020;Upselling;14;Brasil;3;Time 3;228338.88
10;2020-2398;Serviços;09/06/2020;Upselling;14;Brasil;2;Time 3;141846.88
10;2020-2401;Serviços;09/06/2020;Upselling;14;Brasil;4;Time 3;283693.76
10;2020-2399;Serviços;19/06/2020;Upselling;14;Brasil;5;Time 3;193742.08
10;2020-2337;Serviços;30/06/2020;Upselling;14;Brasil;3;Time 3;16433.48
10;2020-2471;Serviços;07/07/2020;Upselling;14;Brasil;5;Time 3;354617.2
10;2020-2605;Serviços;24/08/2020;Renovação;14;Brasil;4;Time 3;328320.0
10;2020-2583;Serviços;28/09/2020;Upselling;14;Brasil;1;Time 3;39996.6
10;2020-2594;Produtos;19/10/2020;Upselling;1;Brasil;36;Time 1;356400.0
10;2021-3488;Serviços;10/02/2021;Upselling;9;Brasil;11;Time 3;3487357.44
100;2020-2206;Produtos;15/05/2020;Novo Logo;13;Brasil;37;Time 3;2891561.0
101;2020-2319;Serviços;26/05/2020;Novo Logo;3;Brasil;12;Time 1;174050.0
101;2019-1169;Licenciamento;26/05/2020;Novo Logo;3;Brasil;12;Time 1;837527.0
102;2020-2693;Produtos;04/06/2020;Novo Logo;19;Brasil;3;Time 3;688500.0
103;2020-2394;Produtos;07/07/2020;Novo Logo;19;Brasil;36;Time 3;224000.0
104;2020-3105;Produtos;01/08/2020;Renovação;17;Brasil;13;Time 8;78698.51
105;2020-2530;Serviços;03/08/2020;Novo Logo;1;Brasil;2;Time 1;53104.0
106;2020-2567;Produtos;17/08/2020;Novo Logo;16;Brasil;18;Time 3;1649610.36
107;2020-2390;Produtos;17/08/2020;Novo Logo;19;Brasil;61;Time 3;483800.0
108;2020-3129;Produtos;18/08/2020;Novo Logo;13;Brasil;35;Time 3;1517436.72
108;2020-2418;Produtos;18/08/2020;Novo Logo;7;Brasil;35;Time 5;3034873.44
109;2020-2537;Serviços;28/08/2020;Novo Logo;13;Brasil;2;Time 3;49279.44
109;2021-3277;Produtos;08/01/2021;Cross selling;13;Brasil;12;Time 3;139200.0
109;2020-2962;Serviços;08/01/2021;Cross selling;13;Brasil;12;Time 3;459605.28
109;2021-3624;Serviços;17/03/2021;Upselling;13;Brasil;3;Time 3;35967.0
109;2021-3577;Serviços;22/03/2021;Cross selling;13;Brasil;12;Time 3;1229003.3
11;2018-0046;Serviços;27/02/2018;Novo Logo;3;Brasil;1;Time 1;8990.0
110;2020-2644;Licenciamento;31/08/2020;Novo Logo;12;Colombia;12;Time 10;241650.0
111;2020-2639;Produtos;31/08/2020;Novo Logo;19;Brasil;61;Time 3;626220.0
111;2020-2580;Produtos;31/08/2020;Novo Logo;19;Brasil;53;Time 3;3016440.0
112;2020-3080;Produtos;21/09/2020;Novo Logo;17;Brasil;21;Time 8;91200.0
113;2020-2480;Licenciamento;21/09/2020;Novo Logo;1;Brasil;36;Time 1;1055110.36
114;2020-2412;Serviços;24/09/2020;Novo Logo;18;Brasil;4;Time 1;100000.0
115;2020-2507;Produtos;24/09/2020;Novo Logo;18;Brasil;3;Time 1;195056.92
116;2020-2723;Licenciamento;25/09/2020;Novo Logo;8;Mexico;12;Time 9;1369162.05
116;2020-3155;Licenciamento;21/12/2020;Upselling;8;Mexico;3;Time 9;134025.16
116;2021-3680;Licenciamento;26/03/2021;Upselling;8;Mexico;3;Time 9;134025.16
117;2020-2634;Produtos;28/09/2020;Novo Logo;21;Brasil;36;Time 3;112440.0
118;2020-2872;Serviços;30/09/2020;Cross selling;3;Brasil;12;Time 1;253994.4
118;2020-2689;Produtos;30/09/2020;Novo Logo;3;Brasil;12;Time 1;3398870.55
119;2020-2127;Licenciamento;30/09/2020;Novo Logo;8;Mexico;37;Time 9;2450331.0
12;2018-0107;Serviços;01/03/2018;Upselling;1;Brasil;12;Time 1;200000.0
12;2018-0228;Produtos;25/07/2018;Renovação;1;Brasil;12;Time 1;180000.0
12;2018-0127;Produtos;25/07/2018;Cross selling;1;Brasil;12;Time 1;213832.92
12;2019-0889;Serviços;21/02/2019;Upselling;1;Brasil;12;Time 1;210140.0
12;2019-0849;Produtos;05/06/2019;Renovação;1;Brasil;6;Time 1;90000.0
12;2019-1314;Produtos;18/06/2019;Renovação;1;Brasil;6;Time 1;53458.23
12;2020-2071;Licenciamento;27/12/2019;Upselling;1;Brasil;1;Time 1;126221.01
12;2019-1778;Produtos;17/01/2020;Cross selling;14;Brasil;12;Time 3;298680.0
12;2018-0358;Licenciamento;29/09/2020;Renovação;14;Brasil;12;Time 3;535800.0
12;2021-3708;Serviços;25/02/2021;Cross selling;20;Brasil;12;Time 3;111300.0
12;2020-2994;Produtos;25/02/2021;Cross selling;20;Brasil;12;Time 3;187380.0
120;2020-3124;Produtos;01/10/2020;Upselling;17;Brasil;24;Time 8;1250.0
121;2020-2539;Serviços;01/10/2020;Novo Logo;3;Brasil;2;Time 1;29592.0
122;2020-2572;Serviços;01/10/2020;Novo Logo;3;Brasil;1;Time 1;7182.0
123;2020-2917;Serviços;19/10/2020;Novo Logo;1;Brasil;4;Time 1;332471.3
123;2021-3576;Serviços;11/03/2021;Upselling;13;Brasil;11;Time 3;1219061.58
124;2020-2898;Serviços;19/10/2020;Novo Logo;1;Brasil;12;Time 1;317832.37
124;2021-3541;Serviços;03/03/2021;Upselling;9;Brasil;12;Time 3;342720.0
125;2020-2648;Licenciamento;29/10/2020;Novo Logo;12;Colombia;12;Time 10;327570.0
126;2020-2980;Produtos;30/10/2020;Novo Logo;7;Brasil;12;Time 5;1750373.68
126;2020-3001;Produtos;14/12/2020;Novo Logo;3;Brasil;12;Time 1;268231.5
127;2020-2921;Serviços;09/11/2020;Novo Logo;20;Brasil;3;Time 3;29964.48
128;2020-2658;Produtos;09/11/2020;Novo Logo;3;Brasil;12;Time 1;130649.63
129;2020-2637;Produtos;16/11/2020;Novo Logo;7;Brasil;60;Time 5;1740000.0
13;2017-0023;Serviços;12/03/2018;Cross selling;1;Brasil;2;Time 1;67830.0
13;2018-0302;Licenciamento;23/07/2018;Upselling;1;Brasil;17;Time 1;168959.59
13;2018-0301;Licenciamento;23/07/2018;Upselling;1;Brasil;37;Time 1;1351967.23
13;2019-0861;Licenciamento;31/01/2019;Upselling;1;Brasil;30;Time 1;440551.24
13;2019-0881;Serviços;11/03/2019;Upselling;1;Brasil;7;Time 1;201696.0
13;2019-0910;Licenciamento;18/03/2019;Upselling;1;Brasil;28;Time 1;3649217.87
13;2019-0891;Serviços;05/04/2019;Cross selling;1;Brasil;7;Time 1;192001.92
13;2019-1277;Serviços;03/06/2019;Cross selling;1;Brasil;1;Time 1;143000.0
13;2019-1308;Serviços;03/06/2019;Upselling;1;Brasil;1;Time 1;237912.87
13;2019-1203;Serviços;04/06/2019;Upselling;1;Brasil;3;Time 1;133932.48
13;2019-1262;Serviços;07/06/2019;Upselling;1;Brasil;3;Time 1;101999.04
13;2019-1289;Licenciamento;19/06/2019;Upselling;1;Brasil;26;Time 1;547685.15
13;2019-1357;Serviços;01/08/2019;Cross selling;1;Brasil;1;Time 1;55366.07
13;2019-1568;Licenciamento;05/09/2019;Upselling;1;Brasil;23;Time 1;308542.94
13;2019-1582;Serviços;16/09/2019;Upselling;1;Brasil;4;Time 1;300000.0
13;2019-1632;Serviços;26/09/2019;Cross selling;1;Brasil;1;Time 1;105926.56
13;2019-1676;Serviços;15/10/2019;Upselling;1;Brasil;1;Time 1;384833.7
13;2020-1973;Licenciamento;31/01/2020;Renovação;1;Brasil;18;Time 1;186761.31
13;2020-2077;Licenciamento;31/01/2020;Renovação;13;Brasil;17;Time 3;528010.48
13;2020-1975;Licenciamento;31/01/2020;Renovação;1;Brasil;18;Time 1;1584032.12
13;2020-2084;Serviços;03/02/2020;Cross selling;13;Brasil;1;Time 3;17168.64
13;2020-2081;Serviços;28/02/2020;Renovação;13;Brasil;1;Time 3;112321.44
13;2020-2512;Licenciamento;24/07/2020;Renovação;13;Brasil;11;Time 3;529783.84
13;2020-2698;Licenciamento;25/09/2020;Upselling;13;Brasil;24;Time 3;2797378.88
13;2020-3153;Licenciamento;29/01/2021;Upselling;13;Brasil;12;Time 3;93735.36
13;2021-3594;Licenciamento;12/03/2021;Upselling;13;Brasil;12;Time 3;920035.77
130;2019-1389;Produtos;16/11/2020;Novo Logo;20;Brasil;36;Time 3;2564644.92
131;2020-2997;Serviços;20/11/2020;Novo Logo;13;Brasil;1;Time 3;31080.0
131;2021-3572;Serviços;02/03/2021;Upselling;13;Brasil;1;Time 3;4920.0
132;2020-3033;Produtos;01/12/2020;Novo Logo;17;Brasil;24;Time 8;29196.0
133;2020-3071;Produtos;01/12/2020;Novo Logo;13;Brasil;12;Time 3;100800.0
135;2020-3097;Produtos;11/12/2020;Novo Logo;17;Brasil;12;Time 8;45798.0
136;2020-2407;Licenciamento;11/12/2020;Novo Logo;8;Mexico;12;Time 9;209967.0
136;2020-3156;Licenciamento;23/12/2020;Novo Logo;8;Mexico;12;Time 9;564172.2
137;2020-3130;Produtos;12/12/2020;Novo Logo;7;Brasil;61;Time 5;534600.0
138;2020-3140;Produtos;14/12/2020;Novo Logo;3;Brasil;12;Time 1;3484000.0
138;2020-3144;Licenciamento;16/12/2020;Upselling;3;Brasil;12;Time 1;6000000.0
138;2021-3354;Produtos;29/01/2021;Upselling;3;Brasil;12;Time 1;3415203.84
139;2020-2624;Produtos;14/12/2020;Novo Logo;21;Brasil;37;Time 3;172800.0
14;2017-0103;Serviços;16/03/2018;Upselling;4;Brasil;5;Time 2;205000.0
14;2017-0102;Produtos;09/04/2018;Cross selling;4;Brasil;3;Time 2;89292.5
14;2018-0206;Serviços;30/04/2018;Upselling;4;Brasil;13;Time 2;2379999.84
14;2017-0128;Serviços;15/06/2018;Upselling;4;Brasil;12;Time 2;1330000.0
14;2018-0262;Produtos;23/04/2019;Upselling;10;Brasil;1;Time 7;300000.0
14;2019-1202;Produtos;17/05/2019;Cross selling;10;Brasil;1;Time 7;46569.0
14;2019-1299;Serviços;28/06/2019;Upselling;10;Brasil;13;Time 7;12100320.0
14;2019-1290;Serviços;03/07/2019;Cross selling;10;Brasil;2;Time 7;71000.0
14;2019-1615;Serviços;13/09/2019;Upselling;10;Brasil;2;Time 7;19880.0
14;2019-1347;Serviços;23/09/2019;Upselling;10;Brasil;12;Time 7;1472416.0
14;2019-1652;Serviços;27/12/2019;Cross selling;10;Brasil;12;Time 7;765920.0
14;2020-2419;Licenciamento;30/06/2020;Cross selling;18;Brasil;12;Time 1;93437.4
14;2020-2494;Serviços;12/08/2020;Cross selling;18;Brasil;4;Time 1;97500.0
14;2019-1413;Licenciamento;17/08/2020;Cross selling;18;Brasil;12;Time 1;1391362.64
14;2020-2455;Serviços;22/09/2020;Cross selling;18;Brasil;12;Time 1;9048490.66
14;2020-3008;Serviços;10/12/2020;Upselling;18;Brasil;6;Time 1;161280.0
14;2020-3069;Serviços;12/01/2021;Upselling;18;Brasil;12;Time 1;290016.0
14;2021-3286;Serviços;26/01/2021;Upselling;18;Brasil;12;Time 1;322560.0
14;2021-3204;Serviços;09/03/2021;Upselling;18;Brasil;12;Time 1;6707860.0
14;2021-3584;Serviços;14/04/2021;Cross selling;18;Brasil;12;Time 1;305182.08
14;2021-3604;Serviços;27/04/2021;Upselling;18;Brasil;12;Time 1;1718115.84
140;2020-3041;Produtos;14/12/2020;Novo Logo;22;Brasil;73;Time 11;606000.0
140;2020-3042;Produtos;14/12/2020;Novo Logo;22;Brasil;61;Time 11;1544000.0
141;2020-2884;Serviços;14/12/2020;Novo Logo;20;Brasil;2;Time 3;108000.0
142;2020-3029;Produtos;15/12/2020;Novo Logo;17;Brasil;24;Time 8;39200.0
143;2020-3034;Produtos;16/12/2020;Novo Logo;17;Brasil;12;Time 8;27477.0
144;2020-3028;Produtos;16/12/2020;Novo Logo;17;Brasil;12;Time 8;2500.0
145;2020-2211;Serviços;16/12/2020;Cross selling;13;Brasil;13;Time 3;585205.25
145;2021-3279;Produtos;16/12/2020;Novo Logo;13;Brasil;37;Time 3;696344.04
146;2020-2986;Licenciamento;29/12/2020;Novo Logo;12;Colombia;11;Time 10;429642.96
147;2020-3147;Produtos;31/12/2020;Novo Logo;17;Brasil;24;Time 8;30800.0
148;2021-3538;Produtos;12/02/2021;Novo Logo;24;Brasil;61;Time 11;463970.0
149;2021-3564;Produtos;25/02/2021;Novo Logo;20;Brasil;61;Time 3;144000.0
149;2020-3154;Produtos;25/02/2021;Novo Logo;20;Brasil;61;Time 3;1427952.0
15;2017-0005;Serviços;27/03/2018;Novo Logo;5;Colombia;5;Time 3;913900.0
15;2019-1003;Serviços;31/03/2019;Upselling;12;Colombia;4;Time 6;757427.76
15;2019-1397;Serviços;04/07/2019;Upselling;12;Colombia;1;Time 6;71958.0
15;2019-1710;Serviços;27/12/2019;Upselling;12;Colombia;1;Time 6;111996.72
150;2021-3369;Produtos;25/02/2021;Novo Logo;26;Brasil;61;Time 12;384000.0
151;2021-3303;Produtos;01/03/2021;Novo Logo;17;Brasil;24;Time 8;77000.0
152;2021-3655;Produtos;17/03/2021;Novo Logo;27;Brasil;61;Time 12;420000.0
153;2021-3282;Produtos;29/03/2021;Novo Logo;19;Brasil;60;Time 3;330000.0
154;2021-3591;Produtos;29/03/2021;Novo Logo;19;Brasil;37;Time 3;34920.0
155;2021-3280;Produtos;31/03/2021;Novo Logo;24;Brasil;24;Time 11;120000.0
156;2021-3471;Produtos;31/03/2021;Novo Logo;7;Brasil;22;Time 5;4775245.0
157;2021-3766;Produtos;31/03/2021;Novo Logo;7;Brasil;61;Time 5;145000.0
158;2019-1649;Licenciamento;26/04/2021;Novo Logo;12;Colombia;24;Time 10;534905.7
159;2021-3375;Produtos;29/04/2021;Novo Logo;25;Brasil;24;Time 3;30720.0
16;2018-0086;Produtos;04/04/2018;Upselling;1;Brasil;8;Time 1;231587.2
16;2018-0373;Produtos;28/09/2018;Cross selling;1;Brasil;12;Time 1;366000.0
16;2018-0069;Produtos;30/11/2018;Upselling;1;Brasil;6;Time 1;489617.84
16;2018-0564;Serviços;13/12/2018;Upselling;1;Brasil;4;Time 1;182606.34
16;2019-1179;Serviços;21/05/2019;Cross selling;1;Brasil;3;Time 1;230882.76
16;2019-1243;Serviços;26/06/2019;Upselling;1;Brasil;3;Time 1;103913.36
16;2018-0137;Serviços;18/09/2019;Upselling;1;Brasil;1;Time 1;517224.0
16;2019-1330;Serviços;20/09/2019;Upselling;1;Brasil;1;Time 1;127502.28
16;2019-1358;Serviços;01/10/2019;Upselling;1;Brasil;5;Time 1;380785.85
16;2019-1586;Serviços;14/10/2019;Upselling;1;Brasil;1;Time 1;103569.45
16;2019-0853;Produtos;22/11/2019;Renovação;1;Brasil;12;Time 1;438000.0
16;2019-1709;Serviços;29/11/2019;Upselling;1;Brasil;1;Time 1;118000.0
16;2019-1708;Produtos;29/11/2019;Upselling;1;Brasil;6;Time 1;148000.0
16;2019-1763;Licenciamento;13/12/2019;Cross selling;1;Brasil;12;Time 1;320000.0
16;2020-2552;Serviços;22/09/2020;Upselling;20;Brasil;6;Time 3;518000.0
16;2020-2094;Serviços;22/09/2020;Cross selling;20;Brasil;13;Time 3;550000.0
16;2020-2457;Serviços;19/10/2020;Cross selling;20;Brasil;3;Time 3;320000.0
16;2020-2460;Produtos;30/11/2020;Renovação;20;Brasil;12;Time 3;438000.0
16;2021-3705;Serviços;25/03/2021;Upselling;20;Brasil;2;Time 3;27936.0
160;2021-3843;Produtos;30/04/2021;Novo Logo;21;Brasil;67;Time 3;1658000.0
17;2018-0172;Serviços;18/04/2018;Cross selling;3;Brasil;1;Time 1;37710.0
17;2017-0135;Licenciamento;18/04/2018;Cross selling;3;Brasil;12;Time 1;288290.0
17;2018-0351;Licenciamento;24/09/2019;Renovação;3;Brasil;37;Time 1;1072800.0
18;2018-0177;Serviços;19/04/2018;Upselling;3;Brasil;1;Time 1;6000.0
19;2018-0182;Serviços;23/04/2018;Novo Logo;3;Brasil;1;Time 1;6720.0
2;2017-0026;Licenciamento;08/01/2018;Upselling;2;Brasil;13;Time 2;323719.72
2;2018-0368;Licenciamento;27/09/2018;Upselling;2;Brasil;12;Time 2;154000.0
2;2018-0547;Licenciamento;05/11/2018;Upselling;7;Brasil;12;Time 5;132000.0
2;2018-0610;Licenciamento;26/02/2019;Upselling;3;Brasil;12;Time 1;695000.0
2;2019-0932;Licenciamento;28/02/2019;Upselling;3;Brasil;12;Time 1;66000.0
2;2019-0933;Licenciamento;28/02/2019;Upselling;3;Brasil;12;Time 1;132000.0
2;2018-0631;Serviços;18/04/2019;Cross selling;3;Brasil;2;Time 1;295000.0
2;2019-1234;Licenciamento;15/05/2019;Upselling;3;Brasil;12;Time 1;22000.0
2;2019-1364;Licenciamento;01/07/2019;Upselling;3;Brasil;12;Time 1;22000.0
2;2019-1382;Licenciamento;03/07/2019;Upselling;3;Brasil;12;Time 1;22000.0
2;2019-1318;Licenciamento;03/10/2019;Upselling;3;Brasil;24;Time 1;4134303.11
2;2019-1874;Licenciamento;19/11/2019;Upselling;3;Brasil;12;Time 1;120612.0
2;2019-1682;Licenciamento;19/11/2019;Upselling;3;Brasil;12;Time 1;160816.0
2;2019-1875;Licenciamento;27/11/2019;Upselling;3;Brasil;12;Time 1;20102.0
2;2020-2724;Licenciamento;25/09/2020;Upselling;3;Brasil;12;Time 1;60306.0
2;2020-3075;Licenciamento;14/12/2020;Renovação;3;Brasil;13;Time 1;49844.1
2;2020-2899;Licenciamento;14/12/2020;Renovação;3;Brasil;13;Time 1;424654.8
2;2020-2950;Licenciamento;14/12/2020;Cross selling;3;Brasil;12;Time 1;616738.68
2;2020-2592;Licenciamento;11/01/2021;Upselling;3;Brasil;12;Time 1;416110.71
2;2021-3414;Serviços;02/02/2021;Cross selling;3;Brasil;12;Time 1;36800.0
2;2021-3418;Serviços;02/02/2021;Cross selling;3;Brasil;12;Time 1;51029.45
20;2018-0036;Serviços;30/04/2018;Novo Logo;1;Brasil;1;Time 1;29200.0
21;2018-0102;Serviços;30/04/2018;Upselling;3;Brasil;11;Time 1;380400.0
21;2020-2275;Serviços;30/04/2020;Cross selling;3;Brasil;12;Time 1;94331.34
21;2020-2274;Serviços;30/04/2020;Cross selling;3;Brasil;12;Time 1;1011387.74
21;2020-2058;Licenciamento;30/04/2020;Cross selling;3;Brasil;24;Time 1;5039994.61
21;2021-3899;Serviços;30/04/2021;Upselling;29;Brasil;12;Time 1;320439.68
21;2021-3716;Licenciamento;30/04/2021;Renovação;29;Brasil;37;Time 1;18192880.38
22;2018-0164;Produtos;30/04/2018;Novo Logo;1;Brasil;3;Time 1;50000.0
23;2017-0018;Produtos;04/05/2018;Cross selling;1;Brasil;7;Time 1;332463.36
23;2017-0209;Licenciamento;26/07/2018;Renovação;1;Brasil;12;Time 1;235386.18
23;2018-0226;Produtos;26/07/2018;Cross selling;1;Brasil;12;Time 1;408000.0
23;2018-0648;Licenciamento;26/06/2019;Renovação;1;Brasil;12;Time 1;235386.18
23;2019-0854;Produtos;28/08/2019;Renovação;1;Brasil;12;Time 1;360000.0
23;2019-1901;Serviços;16/12/2019;Cross selling;9;Brasil;5;Time 3;359186.94
23;2020-2551;Serviços;14/08/2020;Renovação;20;Brasil;12;Time 3;303590.4
23;2020-2868;Produtos;30/09/2020;Upselling;20;Brasil;24;Time 3;226000.0
24;2017-0123;Serviços;08/05/2018;Upselling;2;Brasil;11;Time 2;310464.0
24;2017-0136;Licenciamento;09/05/2018;Renovação;2;Brasil;12;Time 2;184824.0
24;2018-0384;Licenciamento;28/09/2018;Upselling;1;Brasil;8;Time 1;67619.11
24;2018-0478;Produtos;28/09/2018;Upselling;1;Brasil;6;Time 1;155232.0
24;2019-0968;Serviços;14/03/2019;Upselling;1;Brasil;12;Time 1;310464.0
24;2019-0999;Serviços;25/03/2019;Upselling;1;Brasil;13;Time 1;310464.0
24;2018-0343;Licenciamento;05/04/2019;Renovação;1;Brasil;12;Time 1;385335.65
24;2019-1297;Serviços;28/06/2019;Upselling;1;Brasil;12;Time 1;310464.0
24;2019-1580;Licenciamento;23/09/2019;Upselling;1;Brasil;12;Time 1;160371.66
24;2020-1978;Serviços;23/01/2020;Renovação;9;Brasil;12;Time 3;310464.0
24;2020-2281;Serviços;25/06/2020;Cross selling;9;Brasil;1;Time 3;379663.2
24;2020-2065;Licenciamento;25/06/2020;Renovação;9;Brasil;12;Time 3;1110336.08
24;2020-2938;Licenciamento;19/04/2021;Renovação;9;Brasil;1;Time 3;1440707.04
25;2018-0196;Licenciamento;15/05/2018;Novo Logo;3;Brasil;12;Time 1;18053.67
25;2018-0344;Licenciamento;10/05/2019;Renovação;3;Brasil;12;Time 1;22895.98
26;2018-0167;Serviços;22/05/2018;Upselling;6;Brasil;4;Time 3;233023.49
26;2018-0251;Produtos;22/05/2018;Upselling;6;Brasil;12;Time 3;454798.56
26;2017-0137;Serviços;24/05/2018;Renovação;4;Brasil;1;Time 2;36000.0
26;2018-0312;Serviços;20/06/2018;Cross selling;6;Brasil;1;Time 3;8990.0
26;2018-0256;Serviços;30/07/2018;Upselling;6;Brasil;2;Time 3;75799.76
26;2018-0426;Serviços;31/08/2018;Upselling;6;Brasil;13;Time 3;454798.56
26;2018-0526;Serviços;05/11/2018;Upselling;6;Brasil;2;Time 3;75799.76
26;2018-0577;Serviços;23/11/2018;Upselling;6;Brasil;3;Time 3;113699.64
26;2018-0449;Serviços;30/11/2018;Upselling;6;Brasil;2;Time 3;245970.21
26;2018-0581;Serviços;21/12/2018;Upselling;6;Brasil;1;Time 3;151599.52
26;2018-0481;Serviços;21/12/2018;Upselling;6;Brasil;10;Time 3;378998.8
26;2019-0887;Serviços;12/02/2019;Upselling;6;Brasil;3;Time 3;113699.64
26;2019-0693;Produtos;18/02/2019;Upselling;6;Brasil;3;Time 3;56849.82
26;2019-0884;Serviços;27/02/2019;Upselling;6;Brasil;1;Time 3;37899.88
26;2019-1337;Serviços;19/06/2019;Upselling;10;Brasil;7;Time 7;189499.4
26;2019-1393;Serviços;25/07/2019;Upselling;10;Brasil;12;Time 7;324499.2
26;2019-1637;Serviços;24/09/2019;Cross selling;10;Brasil;3;Time 7;113699.64
26;2018-0342;Licenciamento;23/10/2019;Upselling;10;Brasil;12;Time 7;595017.0
26;2019-1638;Serviços;27/11/2019;Upselling;10;Brasil;8;Time 7;303199.04
26;2019-1784;Serviços;28/11/2019;Upselling;10;Brasil;13;Time 7;324506.82
26;2019-1905;Serviços;28/02/2020;Upselling;18;Brasil;13;Time 1;624960.0
26;2020-2676;Licenciamento;22/10/2020;Upselling;18;Brasil;12;Time 1;703362.68
26;2020-2454;Serviços;02/12/2020;Cross selling;18;Brasil;3;Time 1;169013.97
26;2021-3500;Serviços;05/04/2021;Upselling;18;Brasil;2;Time 1;29999.5
26;2020-3055;Serviços;29/04/2021;Renovação;18;Brasil;12;Time 1;704098.56
27;2018-0362;Produtos;21/06/2018;Novo Logo;7;Brasil;6;Time 5;296000.0
27;2018-0471;Produtos;17/09/2018;Upselling;7;Brasil;6;Time 5;184000.0
27;2020-2109;Serviços;30/03/2020;Cross selling;14;Brasil;5;Time 3;70855.18
27;2020-2431;Serviços;24/07/2020;Cross selling;14;Brasil;1;Time 3;75001.48
28;2018-0303;Produtos;29/06/2018;Novo Logo;1;Brasil;24;Time 1;233600.0
29;2018-0397;Licenciamento;30/07/2018;Upselling;2;Brasil;12;Time 2;175451.01
